lat,lon,state,county,site_name,nearest_station_miles
58.388497,-134.567237,Alaska,Juneau ,Floyd Dryden Middle School,545.7984858744455
29.30265,-103.17781,Texas,Brewster,Big Bend NP,170.13703616838214
35.880404,-109.438003,Arizona,Apache,Nazlini,166.03942848881533
38.770081,-99.763424,Kansas,Trego,CEDAR BLUFF,152.20890038372735
46.288877,-85.950227,Michigan,Schoolcraft,"Seney National Wildlife Refuge, Germfask, MI",137.6036452171772
35.201592,-101.909275,Texas,Potter,Amarillo A&M,111.61153163397661
43.58925,-119.04872,Oregon,Harney,Burns - Washington Street (BWS),102.14224204179393
47.048537,-109.455315,Montana,Fergus,Lewistown,98.88660394496577
33.58553,-101.78698,Texas,Lubbock,Lubbock 12th Street,97.46751900129951
43.123704,-94.693518,Iowa,Palo Alto,"EMMETSBURG, IOWA LAKES COMMUNITY COLL.",96.58782104321703
28.704607,-100.451156,Texas,Maverick,Eagle Pass,94.49598555750465
27.599444,-99.533333,Texas,Webb,World Trade Bridge,94.49598555750465
45.806311,-108.425978,Montana,Yellowstone,Billings Lockwood,93.92443250639886
44.373786,-100.287269,South Dakota,Hughes,Pierre Airport,93.06718353701443
34.2439,-113.5586,Arizona,La Paz,ALAMO LAKE,91.08402568454645
44.299787,-120.844773,Oregon,Crook,Prineville - Davidson Park (PDP),90.06020307035347
40.915555,-98.378888,Nebraska,Hall,Grand Island NDOT,89.10735512015073
36.158414,-98.931973,Oklahoma,Dewey,SEILING,88.43159444521186
44.524568,-109.06926,Wyoming,Park,Cody SLAMS site,87.75249059455402
48.607406,-112.36384,Montana,Glacier,Cut Bank,85.52006255670915
48.540373,-109.684432,Montana,Hill,Havre,85.1829261029572
48.317507,-107.862471,Montana,Phillips,Malta,85.1829261029572
47.972085,-89.69098,Minnesota,Cook,Grand Portage Band,83.75697534616704
44.288005,-105.517022,Wyoming,Campbell,Gillette SLAMS site,79.82400589811027
44.815142,-106.955933,Wyoming,Sheridan,Sheridan - Police Sta. SLAM Site,79.82400589811027
45.468596,-98.494061,South Dakota,Brown,Aberdeen Bus Stop,77.38726027860129
34.364167,-77.838611,North Carolina,New Hanover,Castle Hayne,76.81516312909875
20.869627,-156.493626,Hawaii,Maui,Kahului,76.16558489013961
43.05235,-76.05921,New York,Onondaga,EAST SYRACUSE,75.59686389742828
32.726656,-103.122917,New Mexico,Lea,5ZS Hobbs Jefferson,74.89874629577659
31.870259,-102.334745,Texas,Ector,Odessa Gonzales,74.89874629577659
48.39999,-119.51896,Washington,Okanogan,Omak-Colville Tribe,74.89288975525187
34.885608,-95.78441,Oklahoma,Pittsburg,McALESTER,74.6794184098931
44.963894,-67.061325,Maine,Washington,,71.66198071295612
33.750838,-90.734175,Mississippi,Bolivar,Cleveland Delta State,70.95278053332332
41.876853,-103.656561,Nebraska,Scotts Bluff,Scottsbluff Senior High School,70.74104511500455
42.189215,-120.353969,Oregon,Lake,Lakeview - Center and M Streets (LCM),70.69824533730663
43.74561,-101.941218,South Dakota,Jackson,SOUTH OF BADLANDS NP HEADQUARTERS,70.56619625871635
45.440295,-105.370283,Montana,Powder River,BROADUS,70.37787529207777
46.411389,-105.812778,Montana,Custer,Miles City - Pines Hills,70.37787529207777
41.592536,-109.220852,Wyoming,Sweetwater,Rock Springs SLAM site,69.38915021641385
31.5776,-84.0998,Georgia,Dougherty,Albany,69.30174831154308
31.177824,-92.410746,Louisiana,Rapides,Alexandria,69.12129919877302
30.439722,-84.346389,Florida,Leon,Tallahassee Community College,68.75832422615778
37.08727,-88.60801,Kentucky,McCracken,Paducah Transit,68.61868011340289
32.362606,-88.277992,Alabama,Sumter,"Ward, Sumter Co.",68.57056070936284
40.5506,-106.385,Colorado,Jackson,"Hebron, Colorado",68.19843856491761
41.783083,-110.53788,Wyoming,Lincoln,Kemmerer Mobile,67.98417557526342
48.544448,-117.903425,Washington,Stevens,Colville-E 1St,67.77743632552585
47.8679,-104.676944,Montana,Richland,Sidney 201,67.19586037782928
32.090779,-81.130222,Georgia,Chatham,Savannah-L&A,66.99829396541784
44.310555,-84.891865,Michigan,Missaukee,LOCATED ABOUT 1/4 MILE WEST OF SITE,66.96970304441545
44.307,-86.242649,Michigan,Manistee,,66.96970304441545
31.32389,-89.2922,Mississippi,Forrest,Hattiesburg,65.90392986988616
32.412811,-86.263394,Alabama,Montgomery,"MOMS, ADEM",65.7806537706623
35.637283,-91.188906,Arkansas,Jackson,NEWPORT,63.858913680415654
43.996908,-92.450366,Minnesota,Olmsted,Ben Franklin School,62.93965170571072
38.566055,-109.53716,Utah,Grand,Moab,62.87295281595377
48.363694,-114.189272,Montana,Flathead,Flathead Valley,62.81614445433141
48.391545,-115.553309,Montana,Lincoln,Libby Courthouse Annex,62.81614445433141
42.82231,-106.36501,Wyoming,Natrona,Casper Gaseous,62.669665916810516
42.69302,-90.69813,Wisconsin,Grant,POTOSI,62.44644134195772
35.641276,-77.360126,North Carolina,Pitt,Pitt Agri. Center,62.13828874443263
43.45776,-110.79799,Wyoming,Teton,Jackson SLAM site,61.988396100118614
48.64193,-102.4018,North Dakota,Burke,LOSTWOOD NWR,61.738554411538225
34.244189,-97.462931,Oklahoma,Carter,HEALDTON,61.32393067807786
34.63298,-98.42879,Oklahoma,Comanche,LAWTON,61.32393067807786
46.60234,-90.65615,Wisconsin,Ashland,BAD RIVER TRIBAL SCHOOL - ODANAH,61.19413521090249
45.181897,-113.890285,Idaho,Lemhi,Salmon - Charles St.,60.94857531177682
39.59575,-110.770111,Utah,Carbon,Price #2,60.15887328565664
36.383359,-105.5839,New Mexico,Taos,3ZD Taos,59.525638101381944
40.770944,-84.0539,Ohio,Allen,Lima,59.519963826332
34.583699,-94.226234,Arkansas,Polk,MENA,59.296612937219265
38.06503,-84.49761,Kentucky,Fayette,LEXINGTON PRIMARY,59.2223467320301
30.628333,-96.362777,Texas,Brazos,Bryan Finfeather Road,59.125437968665
37.09798,-84.61152,Kentucky,Pulaski,SOMERSET,59.06273109584873
46.39674,-94.1303,Minnesota,Crow Wing,Brainerd Lakes Regional Airport,58.49217877164693
36.511708,-77.655389,North Carolina,Northampton,Northampton County,58.422736756310414
28.053611,-80.628611,Florida,Brevard,Melbourne,58.28266901059189
42.869824,-109.87076,Wyoming,Sublette,Pinedale Gaseous,57.64611864987696
38.082155,-88.624943,Illinois,Hamilton,TEN MILE CREEK DNR OFFICE,57.34041073920063
47.948622,-91.495574,Minnesota,Lake,Boundary Waters,56.70813007334132
42.190296,-121.731369,Oregon,Klamath,Klamath Falls - Peterson Elementary School (KFP),56.41755046140518
31.169805,-81.495035,Georgia,Glynn,Brunswick,56.23749415687126
36.697186,-97.08135,Oklahoma,Kay,Ponca City,56.026492701263976
30.8486,-83.2933,Georgia,Lowndes,Valdosta,55.95888212654214
31.513097,-82.749971,Georgia,Coffee,General Coffee,55.95888212654214
36.185702,-85.492107,Tennessee,Putnam,Cookeville,55.7968111236923
45.206448,-112.64251,Montana,Beaverhead,,55.408277699961104
31.122419,-97.431052,Texas,Bell,Temple Georgia,55.16901048295073
29.566112,-82.26608,Florida,Alachua,Paynes Prairie Farm,54.59069806258907
39.024265,-95.711275,Kansas,Shawnee,KNI,53.53979485465601
33.436111,-94.07778,Texas,Bowie,Texarkana New Boston,53.119790377099314
47.523355,-92.536305,Minnesota,Saint Louis,Virginia City Hall,53.06384698211397
30.22611,-92.042908,Louisiana,Lafayette,Lafayette / USGS,53.02716079729465
37.67696,-95.47594,Kansas,Neosho,CHANUTE,53.01534786697864
46.0519,-89.654,Wisconsin,Vilas,TROUT LAKE,52.89739994828597
45.56498,-88.80859,Wisconsin,Forest,POTAWATOMI,52.89739994828597
33.8005,-78.9941,South Carolina,Horry,Coastal Carolina University,52.75653226612635
43.59901,-96.78331,South Dakota,Minnehaha,SF-USD,51.767009806421825
46.002602,-112.501247,Montana,Silver Bow,Butte Greeley School,50.98526513128996
37.256137,-93.299894,Missouri,Greene,Hillcrest High School,50.71722928663386
37.70097,-94.03474,Missouri,Cedar,El Dorado Springs,50.71722928663386
32.690278,-114.61444,Arizona,Yuma,YUMA SUPERSITE,50.629246497439745
45.2066,-90.5972,Wisconsin,Taylor,PERKINSTOWN,50.44291083107939
40.086944,-108.761389,Colorado,Rio Blanco,"Rangely, Golf Course",49.670064027424836
37.04926,-86.21487,Kentucky,Warren,ED SPEAR PARK (SMITHS GROVE),49.45945609016715
44.4438,-95.81789,Minnesota,Lyon,Southwest Minnesota Regional Airport,49.419411912814816
42.76138,-84.562867,Michigan,Ingham,Lansing - Filley,49.41142965738318
